employee_id,papi_a,papi_b,papi_c,papi_d,papi_e,papi_f,papi_g,papi_i,papi_k,papi_l,papi_n,papi_o,papi_p,papi_r,papi_s,papi_t,papi_v,papi_w,papi_x,papi_z
EMP100995,3.0,4.918201516793066,6.0,1.0,5.0,3.0,1.0,1.0,5.0158469945355195,7.0,7.0,7.0,8.0,3.0,4.0,5.0,7.0,3.0,8.0,8.0
EMP100996,5.0,2.0,5.0,1.0,5.0,2.0,2.0,8.0,7.0,1.0,7.0,9.0,5.0,2.0,9.0,8.0,9.0,6.0,4.0,2.0
EMP100997,6.0,7.0,8.0,2.0,5.0,5.0,5.0,7.0,5.0,7.0,7.0,9.0,6.0,6.0,2.0,8.0,1.0,7.0,9.0,2.0
EMP100998,8.0,4.0,5.0,2.0,9.0,5.057158410451824,8.0,7.0,8.0,8.0,5.0,4.892915980230643,6.0,7.0,2.0,5.0,4.905609492988134,3.0,5.0,6.0
EMP100999,5.030711206896552,9.0,7.0,2.0,4.0,3.0,2.0,6.0,4.0,3.0,2.0,7.0,4.0,5.026344086021505,6.0,5.0,4.0,2.0,4.0,6.0
EMP101000,7.0,3.0,5.0,4.977813852813853,5.065916398713826,5.057158410451824,3.0,5.0,1.0,1.0,5.09277238403452,7.0,4.0,7.0,9.0,7.0,4.905609492988134,5.0,9.0,8.0
EMP101001,2.0,7.0,4.0,4.0,2.0,1.0,2.0,9.0,5.0,9.0,8.0,5.0,2.0,2.0,8.0,1.0,9.0,6.0,7.0,6.0
EMP101002,7.0,1.0,2.0,4.977813852813853,5.0,3.0,7.0,9.0,3.0,5.0,9.0,2.0,8.0,8.0,2.0,6.0,4.0,5.0,8.0,5.0
EMP101003,5.0,1.0,2.0,5.0,5.065916398713826,6.0,6.0,3.0,8.0,7.0,2.0,3.0,7.0,8.0,4.0,3.0,4.0,7.0,9.0,9.0
EMP101004,1.0,1.0,1.0,9.0,1.0,7.0,9.0,1.0,4.0,4.0,9.0,4.0,9.0,3.0,7.0,9.0,1.0,3.0,3.0,6.0
EMP101005,2.0,4.918201516793066,7.0,5.0,7.0,7.0,7.0,6.0,4.0,3.0,6.0,2.0,6.0,5.026344086021505,9.0,3.0,7.0,3.0,7.0,7.0
EMP101006,5.030711206896552,1.0,6.0,6.0,5.065916398713826,4.0,1.0,2.0,9.0,2.0,2.0,9.0,8.0,7.0,7.0,6.0,4.0,7.0,1.0,4.976151761517615
EMP101007,5.030711206896552,7.0,4.86058981233244,3.0,6.0,4.0,8.0,8.0,3.0,7.0,8.0,2.0,4.996811902231668,8.0,1.0,3.0,8.0,4.98696360673547,9.0,8.0
EMP101008,5.0,8.0,9.0,1.0,5.0,4.0,4.931536388140162,8.0,9.0,4.0,1.0,8.0,1.0,7.0,5.0,5.0,2.0,4.0,4.0,1.0
EMP101009,1.0,7.0,6.0,7.0,1.0,7.0,6.0,8.0,4.0,5.0,8.0,4.0,7.0,3.0,1.0,2.0,6.0,6.0,6.0,9.0
EMP101010,7.0,3.0,1.0,1.0,8.0,6.0,4.0,4.0,1.0,6.0,3.0,3.0,4.0,8.0,9.0,2.0,5.0,9.0,5.02094522019334,3.0
EMP101011,1.0,2.0,4.0,6.0,1.0,3.0,7.0,6.0,9.0,1.0,1.0,9.0,1.0,1.0,8.0,9.0,4.0,3.0,4.0,7.0
EMP101012,9.0,8.0,7.0,4.0,2.0,8.0,5.0,1.0,3.0,8.0,5.0,5.0,4.996811902231668,8.0,1.0,7.0,2.0,3.0,6.0,6.0
EMP101013,7.0,8.0,7.0,4.977813852813853,2.0,5.0,8.0,6.0,1.0,9.0,5.0,4.0,9.0,5.0,5.0,8.0,6.0,4.0,6.0,4.976151761517615
EMP101014,1.0,8.0,4.0,3.0,8.0,3.0,4.931536388140162,3.0,9.0,2.0,7.0,7.0,4.0,1.0,4.0,5.0,4.0,1.0,5.0,4.976151761517615
EMP101015,2.0,7.0,6.0,4.0,4.0,5.057158410451824,7.0,3.0,8.0,3.0,5.09277238403452,4.0,3.0,8.0,3.0,4.0,9.0,1.0,6.0,3.0
EMP101016,6.0,3.0,9.0,8.0,8.0,8.0,9.0,6.0,2.0,8.0,7.0,4.0,5.0,1.0,1.0,7.0,3.0,4.0,6.0,4.976151761517615
EMP101017,7.0,8.0,6.0,2.0,6.0,4.0,5.0,5.036314363143632,2.0,5.0,3.0,3.0,9.0,4.0,5.0,1.0,5.0,1.0,5.0,8.0
EMP101018,1.0,7.0,4.0,4.977813852813853,2.0,8.0,7.0,6.0,2.0,5.099836333878887,5.0,3.0,8.0,3.0,1.0,5.0,6.0,5.0,3.0,1.0
EMP101019,5.030711206896552,8.0,4.0,4.0,6.0,1.0,7.0,2.0,4.0,5.0,1.0,6.0,4.0,6.0,4.994585814834867,4.9535135135135135,2.0,6.0,3.0,6.0
EMP101020,6.0,4.918201516793066,4.0,4.977813852813853,2.0,8.0,1.0,5.036314363143632,7.0,5.099836333878887,7.0,9.0,4.996811902231668,5.026344086021505,9.0,6.0,7.0,9.0,9.0,8.0
EMP101021,5.0,4.918201516793066,2.0,2.0,4.0,8.0,5.0,6.0,3.0,9.0,3.0,3.0,6.0,4.0,1.0,4.0,3.0,1.0,5.02094522019334,9.0
EMP101022,9.0,5.0,2.0,4.0,5.065916398713826,5.0,2.0,1.0,5.0158469945355195,4.0,7.0,4.892915980230643,5.0,8.0,7.0,7.0,4.0,4.98696360673547,8.0,2.0
EMP101023,9.0,4.0,4.0,8.0,3.0,7.0,9.0,4.0,5.0158469945355195,9.0,9.0,4.0,4.996811902231668,2.0,9.0,1.0,1.0,8.0,6.0,4.0
EMP101024,9.0,1.0,5.0,6.0,3.0,9.0,7.0,8.0,8.0,1.0,6.0,2.0,4.996811902231668,1.0,6.0,2.0,5.0,1.0,9.0,4.976151761517615
EMP101025,5.030711206896552,7.0,1.0,5.0,6.0,1.0,5.0,2.0,2.0,7.0,6.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,1.0,6.0
EMP101026,2.0,2.0,7.0,9.0,9.0,7.0,4.0,5.036314363143632,6.0,2.0,7.0,6.0,6.0,4.0,8.0,5.0,8.0,1.0,9.0,4.976151761517615
EMP101027,3.0,6.0,9.0,5.0,7.0,5.057158410451824,6.0,4.0,6.0,9.0,7.0,5.0,6.0,8.0,2.0,5.0,8.0,1.0,2.0,3.0
EMP101028,5.0,4.0,3.0,8.0,9.0,4.0,3.0,2.0,8.0,7.0,4.0,3.0,6.0,5.026344086021505,8.0,4.9535135135135135,8.0,9.0,7.0,8.0
EMP101029,6.0,3.0,6.0,2.0,7.0,2.0,8.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,6.0,5.0,8.0,5.0,3.0,9.0
EMP101030,1.0,1.0,1.0,4.0,3.0,4.0,6.0,2.0,9.0,7.0,8.0,3.0,3.0,5.026344086021505,9.0,1.0,1.0,9.0,2.0,4.0
EMP101031,9.0,4.0,3.0,6.0,5.065916398713826,7.0,1.0,5.036314363143632,5.0158469945355195,9.0,4.0,1.0,4.996811902231668,5.0,9.0,6.0,1.0,9.0,6.0,9.0
EMP101032,5.030711206896552,6.0,1.0,9.0,5.0,7.0,2.0,3.0,7.0,6.0,6.0,2.0,4.996811902231668,7.0,1.0,7.0,4.905609492988134,6.0,1.0,7.0
EMP101033,5.030711206896552,4.918201516793066,3.0,3.0,4.0,2.0,6.0,2.0,9.0,5.0,6.0,2.0,8.0,8.0,6.0,9.0,7.0,1.0,7.0,2.0
EMP101034,1.0,8.0,7.0,4.977813852813853,1.0,5.057158410451824,4.0,5.0,3.0,5.099836333878887,2.0,3.0,4.0,3.0,1.0,9.0,9.0,4.0,1.0,4.976151761517615
EMP101035,6.0,6.0,1.0,2.0,7.0,5.057158410451824,4.931536388140162,4.0,5.0158469945355195,5.0,5.09277238403452,2.0,3.0,5.026344086021505,7.0,5.0,8.0,7.0,4.0,9.0
EMP101036,8.0,4.0,9.0,5.0,5.065916398713826,2.0,1.0,2.0,1.0,5.0,8.0,6.0,4.996811902231668,1.0,4.0,3.0,5.0,4.98696360673547,5.0,4.0
EMP101037,3.0,3.0,3.0,8.0,9.0,2.0,1.0,3.0,6.0,4.0,5.0,4.892915980230643,7.0,1.0,6.0,6.0,7.0,6.0,1.0,2.0
EMP101038,1.0,5.0,9.0,3.0,1.0,5.0,3.0,4.0,4.0,5.0,9.0,5.0,7.0,7.0,7.0,6.0,7.0,2.0,4.0,9.0
EMP101039,3.0,6.0,3.0,7.0,6.0,3.0,6.0,8.0,1.0,2.0,6.0,2.0,4.996811902231668,1.0,5.0,9.0,6.0,9.0,7.0,2.0
EMP101040,3.0,9.0,1.0,3.0,3.0,8.0,9.0,9.0,9.0,1.0,3.0,9.0,7.0,8.0,7.0,1.0,3.0,9.0,7.0,2.0
EMP101041,6.0,4.0,1.0,1.0,9.0,9.0,2.0,4.0,6.0,6.0,3.0,7.0,8.0,5.026344086021505,7.0,9.0,2.0,7.0,8.0,4.976151761517615
EMP101042,2.0,4.918201516793066,9.0,2.0,7.0,3.0,4.0,8.0,7.0,8.0,1.0,7.0,2.0,4.0,5.0,4.0,1.0,8.0,7.0,9.0
EMP101043,4.0,5.0,5.0,6.0,1.0,2.0,9.0,2.0,3.0,5.0,1.0,7.0,2.0,4.0,4.994585814834867,1.0,2.0,4.0,2.0,4.0
EMP101044,2.0,5.0,6.0,6.0,1.0,1.0,3.0,3.0,3.0,1.0,8.0,5.0,4.0,9.0,8.0,8.0,8.0,1.0,3.0,6.0
EMP101045,6.0,9.0,1.0,8.0,8.0,3.0,2.0,7.0,7.0,1.0,9.0,8.0,2.0,1.0,9.0,9.0,4.905609492988134,1.0,8.0,4.0
EMP101046,6.0,8.0,6.0,4.977813852813853,6.0,6.0,2.0,2.0,5.0,5.099836333878887,8.0,7.0,6.0,7.0,8.0,7.0,9.0,8.0,5.0,5.0
EMP101047,5.0,8.0,4.0,1.0,2.0,6.0,7.0,1.0,2.0,2.0,7.0,1.0,5.0,6.0,4.0,2.0,4.905609492988134,1.0,3.0,7.0
EMP101048,5.0,4.0,2.0,1.0,3.0,5.057158410451824,3.0,2.0,3.0,2.0,8.0,4.892915980230643,8.0,7.0,2.0,6.0,6.0,4.0,5.0,3.0
EMP101049,9.0,6.0,1.0,4.0,4.0,4.0,3.0,7.0,5.0158469945355195,1.0,6.0,4.892915980230643,1.0,3.0,1.0,2.0,1.0,5.0,5.0,8.0
EMP101050,7.0,1.0,7.0,7.0,3.0,7.0,1.0,1.0,5.0158469945355195,8.0,7.0,4.892915980230643,9.0,7.0,5.0,9.0,8.0,1.0,6.0,3.0
EMP101051,4.0,9.0,9.0,6.0,9.0,9.0,8.0,2.0,9.0,3.0,2.0,5.0,3.0,5.0,2.0,8.0,4.905609492988134,8.0,9.0,2.0
EMP101052,2.0,4.918201516793066,6.0,2.0,5.0,2.0,6.0,5.036314363143632,8.0,9.0,8.0,4.892915980230643,5.0,4.0,3.0,9.0,7.0,1.0,4.0,4.0
EMP101053,5.0,1.0,1.0,1.0,9.0,5.057158410451824,5.0,8.0,1.0,4.0,5.09277238403452,5.0,3.0,5.026344086021505,1.0,2.0,4.905609492988134,4.98696360673547,6.0,3.0
EMP101054,3.0,9.0,4.86058981233244,3.0,7.0,3.0,4.931536388140162,2.0,4.0,5.0,9.0,2.0,6.0,7.0,9.0,2.0,2.0,8.0,3.0,4.976151761517615
EMP101055,5.0,4.918201516793066,4.0,9.0,6.0,8.0,3.0,3.0,3.0,4.0,9.0,2.0,9.0,3.0,5.0,9.0,8.0,2.0,5.0,5.0
EMP101056,5.0,8.0,9.0,3.0,4.0,7.0,4.931536388140162,3.0,8.0,2.0,6.0,6.0,4.0,5.0,3.0,7.0,8.0,5.0,5.02094522019334,8.0
EMP101057,5.0,8.0,5.0,6.0,1.0,5.057158410451824,9.0,8.0,6.0,3.0,5.09277238403452,4.0,5.0,4.0,5.0,7.0,6.0,7.0,4.0,4.976151761517615
EMP101058,7.0,1.0,3.0,9.0,5.065916398713826,2.0,7.0,5.036314363143632,8.0,1.0,3.0,1.0,6.0,2.0,7.0,5.0,4.905609492988134,1.0,5.0,6.0
EMP101059,5.0,4.918201516793066,4.86058981233244,1.0,8.0,9.0,1.0,4.0,7.0,6.0,3.0,9.0,3.0,9.0,5.0,8.0,2.0,4.98696360673547,5.02094522019334,4.976151761517615
EMP101060,4.0,4.918201516793066,6.0,3.0,3.0,8.0,6.0,6.0,1.0,5.0,5.09277238403452,4.0,6.0,6.0,6.0,4.0,7.0,8.0,6.0,2.0
EMP101061,6.0,1.0,9.0,2.0,8.0,2.0,1.0,3.0,8.0,6.0,6.0,9.0,8.0,5.026344086021505,9.0,9.0,2.0,5.0,6.0,1.0
EMP101062,8.0,2.0,7.0,1.0,8.0,6.0,9.0,9.0,2.0,5.0,2.0,8.0,2.0,7.0,6.0,2.0,3.0,3.0,6.0,6.0
EMP101063,5.0,2.0,9.0,5.0,4.0,5.0,3.0,5.0,5.0158469945355195,8.0,7.0,2.0,4.0,5.0,9.0,3.0,8.0,5.0,2.0,7.0
EMP101064,5.0,4.0,1.0,8.0,7.0,3.0,8.0,8.0,4.0,4.0,4.0,2.0,1.0,5.0,8.0,3.0,2.0,3.0,4.0,6.0
EMP101065,1.0,1.0,6.0,2.0,3.0,5.0,3.0,1.0,5.0,7.0,2.0,1.0,2.0,4.0,4.0,4.9535135135135135,8.0,7.0,6.0,8.0
EMP101066,3.0,1.0,1.0,4.977813852813853,6.0,2.0,8.0,1.0,9.0,3.0,3.0,6.0,4.0,5.026344086021505,3.0,3.0,4.0,9.0,5.02094522019334,5.0
EMP101067,8.0,6.0,8.0,1.0,6.0,4.0,3.0,7.0,5.0158469945355195,4.0,5.0,7.0,1.0,5.0,8.0,7.0,4.0,3.0,8.0,1.0
EMP101068,7.0,4.918201516793066,8.0,1.0,9.0,8.0,6.0,6.0,5.0,8.0,9.0,4.0,2.0,5.026344086021505,4.0,2.0,4.0,2.0,4.0,9.0
EMP101069,3.0,5.0,6.0,6.0,3.0,5.0,2.0,4.0,5.0,9.0,6.0,3.0,3.0,6.0,4.994585814834867,2.0,1.0,9.0,9.0,3.0
EMP101070,1.0,5.0,6.0,1.0,5.0,3.0,3.0,3.0,2.0,7.0,1.0,7.0,8.0,3.0,6.0,7.0,5.0,4.0,1.0,7.0
EMP101071,8.0,7.0,1.0,7.0,2.0,7.0,4.0,2.0,1.0,8.0,7.0,3.0,5.0,9.0,6.0,8.0,5.0,9.0,5.0,7.0
EMP101072,6.0,6.0,2.0,1.0,7.0,3.0,8.0,1.0,3.0,7.0,6.0,4.0,4.0,6.0,1.0,6.0,6.0,6.0,2.0,2.0
EMP101073,1.0,1.0,9.0,1.0,6.0,6.0,8.0,8.0,5.0158469945355195,5.0,9.0,6.0,1.0,4.0,5.0,3.0,7.0,2.0,9.0,1.0
EMP101074,1.0,3.0,3.0,5.0,8.0,3.0,6.0,6.0,2.0,8.0,6.0,1.0,1.0,1.0,4.994585814834867,5.0,7.0,8.0,3.0,3.0
EMP101075,2.0,2.0,7.0,5.0,8.0,8.0,4.0,2.0,3.0,7.0,9.0,9.0,1.0,4.0,3.0,6.0,4.0,3.0,4.0,7.0
EMP101076,5.030711206896552,9.0,3.0,5.0,5.0,4.0,9.0,5.036314363143632,5.0158469945355195,7.0,6.0,6.0,4.0,4.0,8.0,2.0,5.0,4.0,5.02094522019334,5.0
EMP101077,9.0,7.0,7.0,2.0,5.0,4.0,9.0,5.0,2.0,8.0,3.0,3.0,4.0,7.0,8.0,4.9535135135135135,5.0,1.0,1.0,4.976151761517615
EMP101078,9.0,1.0,9.0,5.0,6.0,5.0,3.0,8.0,6.0,5.099836333878887,3.0,5.0,2.0,3.0,4.994585814834867,4.9535135135135135,4.905609492988134,2.0,8.0,3.0
EMP101079,8.0,3.0,1.0,8.0,6.0,7.0,3.0,3.0,2.0,4.0,3.0,6.0,5.0,2.0,6.0,6.0,8.0,1.0,8.0,9.0
EMP101080,2.0,7.0,9.0,9.0,4.0,1.0,3.0,7.0,1.0,8.0,1.0,8.0,3.0,7.0,6.0,7.0,6.0,4.98696360673547,1.0,1.0
EMP101081,6.0,2.0,5.0,8.0,1.0,7.0,1.0,1.0,7.0,5.099836333878887,5.0,5.0,9.0,6.0,3.0,3.0,5.0,3.0,4.0,4.976151761517615
EMP101082,1.0,1.0,8.0,7.0,8.0,5.0,8.0,6.0,7.0,8.0,7.0,2.0,3.0,3.0,6.0,2.0,7.0,1.0,2.0,7.0
EMP101083,1.0,8.0,8.0,8.0,1.0,4.0,5.0,9.0,9.0,3.0,1.0,9.0,4.996811902231668,9.0,5.0,3.0,4.0,9.0,7.0,9.0
EMP101084,1.0,5.0,4.86058981233244,1.0,1.0,6.0,9.0,3.0,9.0,3.0,2.0,2.0,2.0,9.0,2.0,8.0,9.0,8.0,3.0,9.0
EMP101085,9.0,2.0,8.0,9.0,3.0,1.0,4.931536388140162,4.0,1.0,3.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,9.0,3.0
EMP101086,3.0,1.0,3.0,4.977813852813853,4.0,2.0,2.0,7.0,5.0,1.0,8.0,8.0,7.0,5.0,3.0,6.0,7.0,2.0,1.0,6.0
EMP101087,7.0,1.0,7.0,3.0,7.0,5.057158410451824,1.0,7.0,1.0,6.0,6.0,7.0,1.0,4.0,9.0,4.9535135135135135,4.0,6.0,5.0,4.0
EMP101088,6.0,2.0,9.0,2.0,5.0,3.0,5.0,7.0,8.0,5.0,6.0,1.0,4.0,5.0,1.0,3.0,8.0,3.0,8.0,2.0
EMP101089,6.0,9.0,6.0,2.0,1.0,7.0,3.0,5.0,3.0,7.0,5.0,3.0,5.0,9.0,7.0,5.0,1.0,4.0,8.0,4.976151761517615
EMP101090,5.030711206896552,2.0,5.0,8.0,2.0,3.0,3.0,8.0,8.0,5.099836333878887,1.0,8.0,2.0,6.0,1.0,4.9535135135135135,2.0,4.0,7.0,4.0
EMP101091,5.030711206896552,4.0,5.0,3.0,3.0,2.0,4.0,8.0,3.0,4.0,9.0,9.0,8.0,7.0,3.0,8.0,4.905609492988134,4.0,1.0,5.0
EMP101092,4.0,4.918201516793066,6.0,2.0,5.065916398713826,7.0,6.0,5.0,3.0,9.0,5.09277238403452,4.892915980230643,4.0,4.0,5.0,4.0,9.0,3.0,5.02094522019334,7.0
EMP101093,6.0,2.0,7.0,2.0,5.065916398713826,3.0,8.0,7.0,6.0,1.0,5.0,1.0,1.0,3.0,4.0,4.0,3.0,7.0,5.0,6.0
EMP101094,5.030711206896552,7.0,6.0,9.0,8.0,2.0,1.0,2.0,5.0158469945355195,9.0,9.0,1.0,8.0,1.0,4.0,4.9535135135135135,4.0,1.0,7.0,1.0
EMP101095,5.0,4.0,1.0,7.0,5.065916398713826,6.0,7.0,7.0,5.0,8.0,5.09277238403452,5.0,7.0,2.0,8.0,4.9535135135135135,2.0,4.98696360673547,9.0,4.976151761517615
EMP101096,7.0,2.0,6.0,9.0,3.0,4.0,8.0,5.036314363143632,7.0,5.099836333878887,3.0,9.0,3.0,6.0,9.0,6.0,8.0,9.0,5.02094522019334,6.0
EMP101097,8.0,9.0,2.0,3.0,5.065916398713826,5.057158410451824,8.0,2.0,5.0,7.0,2.0,5.0,3.0,9.0,1.0,6.0,7.0,7.0,5.0,2.0
EMP101098,5.030711206896552,6.0,3.0,1.0,4.0,3.0,2.0,1.0,5.0,8.0,7.0,5.0,9.0,8.0,3.0,7.0,8.0,1.0,9.0,6.0
EMP101099,1.0,7.0,4.86058981233244,5.0,5.0,6.0,7.0,8.0,1.0,1.0,8.0,1.0,7.0,2.0,1.0,7.0,9.0,5.0,6.0,9.0
EMP101100,6.0,8.0,5.0,1.0,6.0,7.0,4.0,8.0,8.0,1.0,7.0,3.0,4.996811902231668,9.0,2.0,4.0,1.0,9.0,5.0,9.0
EMP101101,6.0,4.918201516793066,7.0,1.0,8.0,3.0,4.0,1.0,9.0,2.0,7.0,7.0,1.0,4.0,9.0,2.0,5.0,4.0,6.0,3.0
EMP101102,5.030711206896552,1.0,3.0,6.0,5.065916398713826,5.0,8.0,7.0,9.0,8.0,6.0,4.0,9.0,6.0,4.0,6.0,6.0,6.0,4.0,7.0
EMP101103,5.0,7.0,4.0,5.0,7.0,9.0,1.0,8.0,7.0,5.0,6.0,6.0,6.0,1.0,3.0,5.0,4.0,4.98696360673547,2.0,4.0
EMP101104,4.0,4.0,1.0,8.0,1.0,5.0,1.0,3.0,8.0,4.0,3.0,3.0,3.0,2.0,2.0,8.0,1.0,7.0,5.0,6.0
EMP101105,7.0,8.0,8.0,2.0,1.0,5.0,7.0,9.0,3.0,2.0,4.0,1.0,8.0,8.0,2.0,2.0,4.0,8.0,1.0,4.976151761517615
EMP101106,9.0,3.0,2.0,1.0,8.0,7.0,8.0,5.0,5.0,5.099836333878887,5.09277238403452,6.0,3.0,4.0,1.0,7.0,5.0,8.0,1.0,3.0
EMP101107,8.0,6.0,4.0,1.0,7.0,4.0,3.0,4.0,5.0158469945355195,5.0,5.09277238403452,5.0,9.0,9.0,3.0,4.9535135135135135,9.0,1.0,2.0,4.976151761517615
EMP101108,4.0,5.0,5.0,8.0,8.0,7.0,9.0,8.0,9.0,7.0,4.0,3.0,4.0,8.0,8.0,4.9535135135135135,4.905609492988134,5.0,4.0,3.0
EMP101109,2.0,9.0,4.86058981233244,6.0,2.0,1.0,6.0,5.036314363143632,8.0,5.0,5.09277238403452,7.0,2.0,4.0,4.0,4.0,7.0,4.98696360673547,4.0,1.0
EMP101110,4.0,5.0,2.0,2.0,6.0,3.0,3.0,5.0,1.0,2.0,6.0,6.0,8.0,4.0,7.0,2.0,5.0,4.0,7.0,4.0
EMP101111,4.0,4.0,4.0,9.0,2.0,5.0,1.0,1.0,8.0,8.0,9.0,5.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0,3.0
EMP101112,8.0,9.0,6.0,7.0,9.0,5.057158410451824,2.0,2.0,4.0,7.0,3.0,4.892915980230643,7.0,2.0,2.0,8.0,4.905609492988134,5.0,2.0,9.0
EMP101113,5.0,4.0,8.0,4.977813852813853,7.0,1.0,5.0,8.0,2.0,6.0,9.0,7.0,6.0,7.0,9.0,8.0,7.0,9.0,6.0,9.0
EMP101114,1.0,2.0,5.0,3.0,3.0,9.0,1.0,5.0,5.0,1.0,8.0,5.0,8.0,6.0,4.994585814834867,8.0,4.0,9.0,8.0,4.0
EMP101115,6.0,6.0,6.0,3.0,7.0,5.057158410451824,9.0,2.0,5.0158469945355195,4.0,5.0,2.0,7.0,4.0,2.0,4.0,4.905609492988134,9.0,6.0,4.0
EMP101116,1.0,4.918201516793066,3.0,1.0,6.0,5.057158410451824,6.0,6.0,7.0,5.0,1.0,6.0,7.0,6.0,6.0,2.0,7.0,2.0,3.0,2.0
EMP101117,5.0,9.0,6.0,7.0,5.0,4.0,5.0,9.0,3.0,1.0,6.0,3.0,6.0,5.026344086021505,4.994585814834867,2.0,3.0,7.0,7.0,5.0
EMP101118,5.030711206896552,4.0,9.0,9.0,1.0,9.0,4.931536388140162,9.0,8.0,4.0,3.0,5.0,8.0,3.0,6.0,9.0,6.0,5.0,6.0,4.976151761517615
EMP101119,3.0,1.0,1.0,1.0,6.0,4.0,4.931536388140162,4.0,1.0,3.0,3.0,3.0,6.0,5.026344086021505,7.0,6.0,6.0,5.0,4.0,4.0
EMP101120,8.0,1.0,8.0,4.977813852813853,3.0,5.0,2.0,3.0,6.0,3.0,3.0,2.0,5.0,5.026344086021505,1.0,4.0,8.0,4.0,8.0,5.0
EMP101121,6.0,7.0,7.0,8.0,3.0,3.0,6.0,9.0,2.0,7.0,1.0,2.0,3.0,8.0,7.0,2.0,7.0,3.0,5.0,9.0
EMP101122,4.0,4.918201516793066,4.0,1.0,8.0,5.057158410451824,3.0,8.0,1.0,7.0,6.0,4.0,4.0,4.0,9.0,5.0,1.0,3.0,6.0,4.0
EMP101123,5.0,3.0,4.0,4.977813852813853,9.0,6.0,2.0,3.0,6.0,7.0,9.0,3.0,8.0,9.0,3.0,3.0,4.0,9.0,3.0,2.0
EMP101124,5.0,5.0,7.0,6.0,6.0,6.0,4.931536388140162,7.0,9.0,5.099836333878887,7.0,3.0,1.0,5.0,3.0,6.0,2.0,7.0,3.0,4.0
EMP101125,8.0,6.0,8.0,2.0,6.0,1.0,3.0,7.0,6.0,6.0,5.0,5.0,3.0,1.0,8.0,1.0,1.0,4.98696360673547,1.0,4.0
EMP101126,5.030711206896552,4.0,3.0,6.0,6.0,1.0,4.931536388140162,9.0,8.0,7.0,9.0,4.892915980230643,2.0,2.0,4.994585814834867,8.0,8.0,1.0,3.0,3.0
EMP101127,9.0,8.0,7.0,4.977813852813853,1.0,8.0,7.0,3.0,8.0,3.0,6.0,2.0,9.0,4.0,9.0,5.0,3.0,4.98696360673547,9.0,4.976151761517615
EMP101128,6.0,1.0,6.0,8.0,1.0,5.057158410451824,1.0,1.0,8.0,9.0,5.09277238403452,7.0,3.0,3.0,4.0,3.0,4.905609492988134,4.98696360673547,2.0,1.0
EMP101129,8.0,4.918201516793066,7.0,8.0,8.0,9.0,4.931536388140162,9.0,8.0,5.099836333878887,3.0,7.0,4.0,5.026344086021505,3.0,7.0,2.0,8.0,7.0,4.0
EMP101130,2.0,4.0,4.0,4.977813852813853,8.0,4.0,6.0,3.0,1.0,7.0,6.0,8.0,9.0,3.0,6.0,6.0,6.0,9.0,6.0,8.0
EMP101131,5.0,3.0,3.0,6.0,4.0,2.0,9.0,3.0,7.0,3.0,4.0,5.0,9.0,3.0,1.0,4.0,8.0,2.0,4.0,2.0
EMP101132,2.0,1.0,7.0,4.0,3.0,6.0,9.0,6.0,7.0,5.0,8.0,2.0,8.0,9.0,4.994585814834867,4.9535135135135135,1.0,3.0,2.0,4.0
EMP101133,5.0,8.0,8.0,6.0,8.0,9.0,2.0,8.0,9.0,7.0,3.0,8.0,8.0,6.0,3.0,6.0,2.0,6.0,4.0,2.0
EMP101134,7.0,9.0,5.0,7.0,9.0,5.0,3.0,7.0,6.0,5.0,9.0,2.0,3.0,4.0,2.0,5.0,3.0,9.0,4.0,9.0
EMP101135,4.0,4.0,4.86058981233244,7.0,5.065916398713826,9.0,4.0,8.0,4.0,5.0,2.0,1.0,9.0,2.0,2.0,8.0,5.0,9.0,8.0,5.0
EMP101136,3.0,3.0,1.0,9.0,3.0,7.0,1.0,6.0,3.0,5.0,3.0,1.0,5.0,5.026344086021505,7.0,1.0,7.0,1.0,7.0,4.0
EMP101137,5.030711206896552,9.0,8.0,2.0,5.065916398713826,7.0,6.0,5.036314363143632,9.0,5.0,7.0,7.0,2.0,3.0,4.994585814834867,6.0,7.0,4.98696360673547,5.02094522019334,6.0
EMP101138,9.0,1.0,8.0,1.0,7.0,5.057158410451824,6.0,9.0,6.0,3.0,2.0,5.0,5.0,1.0,7.0,1.0,5.0,5.0,4.0,8.0
EMP101139,7.0,5.0,3.0,6.0,5.0,6.0,4.0,2.0,3.0,1.0,2.0,4.0,4.996811902231668,5.0,3.0,3.0,2.0,2.0,3.0,2.0
EMP101140,7.0,8.0,7.0,8.0,1.0,9.0,9.0,7.0,2.0,3.0,2.0,9.0,6.0,5.0,6.0,5.0,8.0,1.0,3.0,6.0
EMP101141,1.0,8.0,3.0,7.0,2.0,3.0,9.0,7.0,4.0,2.0,7.0,9.0,5.0,7.0,2.0,6.0,3.0,4.0,9.0,6.0
EMP101142,3.0,1.0,5.0,8.0,6.0,7.0,4.931536388140162,4.0,5.0,3.0,7.0,4.0,7.0,1.0,4.994585814834867,1.0,5.0,4.0,4.0,6.0
EMP101143,8.0,4.0,6.0,4.0,7.0,6.0,2.0,8.0,6.0,9.0,8.0,2.0,9.0,4.0,1.0,2.0,4.905609492988134,1.0,2.0,1.0
